DEPTH,APLHA
93.49,10
93.5,20
93.51,0
93.52,20
93.53,40
93.54,40
93.55,20
93.56,20
93.57,80
93.58,80
93.59,30
93.6,0
93.61,50
93.62,10
93.63,80
93.64,70
93.65,10
93.66,60
93.67,10
93.68,10
93.69,20
93.7,50
93.71,20
93.72,40
93.73,40
93.74,30
93.75,0
93.76,20
93.77,30
93.78,20
93.79,20
93.8,40
93.81,0
93.82,90
93.83,30
93.84,20
93.85,50
93.86,10
93.87,10
93.88,10
93.89,10
93.9,30
93.91,50
93.92,20
93.93,40
93.94,0
93.95,10
93.96,80
93.97,10
93.98,60
93.99,30
94,30
94.01,30
94.02,30
94.03,40
94.04,20
94.05,20
94.06,30
94.07,40
94.08,50
94.09,10
94.1,0
94.11,20
94.12,20
94.13,0
94.14,50
94.15,10
94.16,30
94.17,40
94.18,30
94.19,10
94.2,10
94.21,20
94.22,30
94.23,30
94.24,20
94.25,40
94.26,0
94.27,60
94.28,30
94.29,20
94.3,20
94.31,10
94.32,0
94.33,0
94.34,0
94.35,50
94.36,40
94.37,10
94.38,40
94.39,20
94.4,20
94.41,30
94.42,30
94.43,30
94.44,20
94.45,50
94.46,30
94.47,30
94.48,30
94.49,20
94.5,10
94.51,20
94.52,20
94.53,10
94.54,40
94.55,50
94.56,20
94.57,20
94.58,20
94.59,20
94.6,60
94.61,60
94.62,20
94.63,30
94.64,40
94.65,30
94.66,10
94.67,10
94.68,0
94.69,30
94.7,10
94.71,30
94.72,30
94.73,20
94.74,20
94.75,0
94.76,20
94.77,0
94.78,30
94.79,40
94.8,0
94.81,30
94.82,30
94.83,30
94.84,30
94.85,10
94.86,20
94.87,70
94.88,10
94.89,40
94.9,30
94.91,0
94.92,30
94.93,30
94.94,40
94.95,10
94.96,70
94.97,50
94.98,70
94.99,70
95,30
95.01,40
95.02,10
95.03,10
95.04,20
95.05,40
95.06,60
95.07,10
95.08,30
95.09,40
95.1,50
95.11,30
95.12,50
95.13,50
95.14,50
95.15,20
95.16,80
95.17,20
95.18,10
95.19,40
95.2,40
95.21,10
95.22,50
95.23,20
95.24,60
95.25,60
95.26,70
95.27,20
95.28,20
95.29,70
95.3,30
95.31,50
95.32,50
95.33,10
95.34,20
95.35,40
95.36,40
95.37,50
95.38,50
95.39,40
95.4,10
95.41,30
95.42,30
95.43,20
95.44,10
95.45,20
95.46,60
95.47,40
95.48,40
95.49,0
95.5,30
95.51,20
95.52,20
95.53,20
95.54,0
95.55,40
95.56,20
95.57,20
95.58,10
95.59,40
95.6,0
95.61,10
95.62,20
95.63,10
95.64,50
95.65,30
95.66,50
95.67,50
95.68,40
95.69,20
95.7,70
95.71,20
95.72,30
95.73,30
95.74,40
95.75,0
95.76,60
95.77,60
95.78,20
95.79,90
95.8,20
95.81,20
95.82,10
95.83,50
95.84,40
95.85,30
95.86,30
95.87,20
95.88,30
95.89,10
95.9,50
95.91,60
95.92,10
95.93,20
95.94,50
95.95,50
95.96,50
95.97,10
95.98,20
95.99,50
96,0
96.01,60
96.02,30
96.03,20
96.04,90
96.05,20
96.06,40
96.07,40
96.08,30
96.09,70
96.1,10
96.11,0
96.12,40
96.13,0
96.14,20
96.15,30
96.16,50
96.17,50
96.18,20
96.19,80
96.2,70
96.21,10
96.22,30
96.23,60
96.24,10
96.25,20
96.26,0
96.27,50
96.28,30
96.29,30
96.3,50
96.31,50
96.32,50
96.33,50
96.34,40
96.35,70
96.36,50
96.37,50
96.38,40
96.39,40
96.4,30
96.41,60
96.42,40
96.43,10
96.44,50
96.45,40
96.46,80
96.47,40
96.48,20
96.49,50
96.5,50
96.51,30
96.52,40
96.53,10
96.54,30
96.55,40
96.56,50
96.57,40
96.58,40
96.59,30
96.6,70
96.61,70
96.62,0
96.63,20
96.64,0
96.65,50
96.66,10
96.67,40
96.68,20
96.69,20
96.7,20
96.71,30
96.72,30
96.73,10
96.74,30
96.75,0
96.76,50
96.77,50
96.78,10
96.79,60
96.8,10
96.81,20
96.82,20
96.83,30
96.84,30
96.85,0
96.86,20
96.87,10
96.88,10
96.89,20
96.9,40
96.91,60
96.92,60
96.93,60
96.94,20
96.95,30
96.96,40
96.97,20
96.98,0
96.99,30
97,20
97.01,30
97.02,30
97.03,20
97.04,20
97.05,20
97.06,40
97.07,20
97.08,40
97.09,20
97.1,20
97.11,30
97.12,30
97.13,0
97.14,10
97.15,40
97.16,30
97.17,40
97.18,70
97.19,50
97.2,50
97.21,50
97.22,20
97.23,30
97.24,10
97.25,60
97.26,30
97.27,50
97.28,10
97.29,50
97.3,60
97.31,60
97.32,40
97.33,40
97.34,50
97.35,70
97.36,40
97.37,50
97.38,0
97.39,30
97.4,50
97.41,50
97.42,0
97.43,30
97.44,60
97.45,40
97.46,30
97.47,10
97.48,10
97.49,0
97.5,40
97.51,0
97.52,0
97.53,30
97.54,20
97.55,0
97.56,30
97.57,50
97.58,40
97.59,40
97.6,0
97.61,40
97.62,40
97.63,40
97.64,50
97.65,10
97.66,40
97.67,10
97.68,20
97.69,60
97.7,10
97.71,40
97.72,50
97.73,10
97.74,0
97.75,100
97.76,100
97.77,20
97.78,60
97.79,40
97.8,40
97.81,10
97.82,40
97.83,40
97.84,30
97.85,90
97.86,90
97.87,10
97.88,70
97.89,40
97.9,40
97.91,50
97.92,50
97.93,50
97.94,80
97.95,40
97.96,30
97.97,30
97.98,30
97.99,90
98,30
98.01,40
98.02,50
98.03,50
98.04,80
98.05,30
98.06,70
98.07,70
98.08,20
98.09,60
98.1,50
98.11,40
98.12,50
98.13,10
98.14,60
98.15,80
98.16,40
98.17,40
98.18,40
98.19,60
98.2,50
98.21,50
98.22,50
98.23,60
98.24,40
98.25,10
98.26,40
98.27,40
98.28,30
98.29,20
98.3,20
98.31,50
98.32,50
98.33,50
98.34,40
98.35,40
98.36,30
98.37,30
98.38,40
98.39,40
98.4,20
98.41,40
98.42,40
98.43,40
98.44,30
98.45,20
98.46,10
98.47,10
98.48,50
98.49,30
98.5,0
98.51,10
98.52,60
98.53,50
98.54,20
98.55,10
98.56,10
98.57,20
98.58,10
98.59,30
98.6,50
98.61,20
98.62,80
98.63,50
98.64,100
98.65,40
98.66,40
98.67,10
98.68,50
98.69,30
98.7,20
98.71,40
98.72,30
98.73,10
98.74,30
98.75,10
98.76,20
98.77,20
98.78,0
98.79,40
98.8,60
98.81,40
98.82,20
98.83,50
98.84,50
98.85,40
98.86,0
98.87,30
98.88,30
98.89,50
98.9,20
98.91,80
98.92,20
98.93,40
98.94,40
98.95,20
98.96,20
98.97,30
98.98,30
98.99,10
99,10
99.01,60
99.02,50
99.03,40
99.04,30
99.05,20
99.06,50
99.07,70
99.08,40
99.09,50
99.1,60
99.11,60
99.12,50
99.13,60
99.14,10
99.15,60
99.16,80
99.17,70
99.18,0
99.19,30
99.2,50
99.21,50
99.22,50
99.23,20
99.24,50
99.25,60
99.26,50
99.27,50
99.28,30
99.29,30
99.3,60
99.31,20
99.32,20
99.33,20
99.34,80
99.35,20
99.36,70
99.37,50
99.38,30
99.39,60
99.4,40
99.41,10
99.42,10
99.43,120
99.44,40
99.45,60
99.46,40
99.47,60
99.48,20
99.49,20
99.5,30
99.51,30
99.52,50
99.53,40
99.54,50
99.55,60
99.56,80
99.57,70
99.58,60
99.59,30
99.6,50
99.61,50
99.62,20
99.63,40
99.64,40
99.65,40
99.66,50
99.67,50
99.68,50
99.69,80
99.7,20
99.71,20
99.72,20
99.73,30
99.74,10
99.75,30
99.76,30
99.77,30
99.78,40
99.79,20
99.8,60
99.81,50
99.82,50
99.83,40
99.84,10
99.85,50
99.86,50
99.87,50
99.88,30
99.89,20
99.9,20
99.91,40
99.92,40
99.93,30
99.94,10
99.95,70
99.96,40
99.97,50
99.98,30
99.99,20
100,20
100.01,50
100.02,50
100.03,20
100.04,50
100.05,30
100.06,60
100.07,30
100.08,70
100.09,30
100.1,30
100.11,50
100.12,50
100.13,50
100.14,50
100.15,40
100.16,40
100.17,60
100.18,40
100.19,40
100.2,50
100.21,60
100.22,0
100.23,20
100.24,20
100.25,70
100.26,30
100.27,80
100.28,70
100.29,40
100.3,70
100.31,50
100.32,60
100.33,70
100.34,80
100.35,80
100.36,40
100.37,30
100.38,30
100.39,50
100.4,40
100.41,50
100.42,30
100.43,40
100.44,60
100.45,10
100.46,10
100.47,40
100.48,20
100.49,40
100.5,50
100.51,10
100.52,70
100.53,60
100.54,30
100.55,20
100.56,10
100.57,10
100.58,20
100.59,10
100.6,50
100.61,60
100.62,0
100.63,20
100.64,10
100.65,50
100.66,50
100.67,50
100.68,50
100.69,50
100.7,10
100.71,50
100.72,20
100.73,60
100.74,90
100.75,20
100.76,40
100.77,40
100.78,10
100.79,60
100.8,50
100.81,30
100.82,70
100.83,40
100.84,50
100.85,40
100.86,40
100.87,30
100.88,40
100.89,20
100.9,20
100.91,30
100.92,40
100.93,30
100.94,20
100.95,20
100.96,20
100.97,20
100.98,10
100.99,40
101,10
101.01,80
101.02,40
101.03,10
101.04,50
101.05,30
101.06,30
101.07,40
101.08,40
101.09,80
101.1,20
101.11,40
101.12,50
101.13,30
101.14,10
101.15,30
101.16,30
101.17,30
101.18,30
101.19,50
101.2,30
101.21,30
101.22,30
101.23,20
101.24,0
101.25,40
101.26,80
101.27,80
101.28,30
101.29,0
101.3,20
101.31,70
101.32,10
101.33,60
101.34,0
101.35,20
101.36,40
101.37,20
101.38,20
101.39,30
101.4,20
101.41,20
101.42,40
101.43,40
101.44,50
101.45,50
101.46,20
101.47,10
101.48,10
101.49,10
101.5,10
101.51,20
101.52,50
101.53,90
101.54,10
101.55,50
101.56,50
101.57,60
101.58,0
101.59,60
101.6,60
101.61,30
101.62,50
101.63,50
101.64,30
101.65,20
101.66,0
101.67,60
101.68,40
101.69,40
101.7,80
101.71,80
101.72,10
101.73,20
101.74,40
101.75,30
101.76,30
101.77,40
101.78,30
101.79,40
101.8,40
101.81,60
101.82,60
101.83,30
101.84,30
101.85,70
101.86,30
101.87,40
101.88,20
101.89,20
101.9,0
101.91,40
101.92,40
101.93,30
101.94,30
101.95,10
101.96,50
101.97,10
101.98,30
101.99,50
102,0
102.01,40
102.02,40
102.03,40
102.04,50
102.05,40
102.06,10
102.07,20
102.08,40
102.09,40
102.1,20
102.11,20
102.12,50
102.13,20
102.14,40
102.15,50
102.16,30
102.17,20
102.18,30
102.19,40
102.2,40
102.21,40
102.22,30
102.23,20
102.24,40
102.25,50
102.26,70
102.27,50
102.28,80
102.29,80
102.3,30
102.31,30
102.32,50
102.33,40
102.34,30
102.35,60
102.36,50
102.37,20
102.38,50
102.39,20
102.4,20
102.41,60
102.42,30
102.43,40
102.44,60
102.45,20
102.46,40
102.47,20
102.48,40
102.49,50
102.5,40
102.51,40
102.52,40
102.53,20
102.54,30
102.55,40
102.56,20
102.57,40
102.58,30
102.59,30
102.6,30
102.61,70
102.62,40
102.63,40
102.64,30
102.65,30
102.66,50
102.67,20
102.68,40
102.69,20
102.7,50
102.71,30
102.72,70
102.73,30
102.74,30
102.75,30
102.76,0
102.77,20
102.78,50
102.79,10
102.8,30
102.81,70
102.82,20
102.83,10
102.84,20
102.85,20
102.86,10
102.87,0
102.88,10
102.89,0
102.9,50
102.91,50
102.92,20
102.93,20
102.94,40
102.95,40
102.96,0
102.97,40
102.98,20
102.99,20
103,20
103.01,50
103.02,30
103.03,20
103.04,70
103.05,20
103.06,10
103.07,10
103.08,10
103.09,60
103.1,10
103.11,20
103.12,0
103.13,20
103.14,40
103.15,0
103.16,0
103.17,50
103.18,50
103.19,30
103.2,30
103.21,10
103.22,30
103.23,30
103.24,70
103.25,20
103.26,20
103.27,20
103.28,60
103.29,10
103.3,50
103.31,40
103.32,20
103.33,20
103.34,30
103.35,50
103.36,50
103.37,10
103.38,20
103.39,60
103.4,20
103.41,20
103.42,70
103.43,20
103.44,30
103.45,30
103.46,30
103.47,50
103.48,40
103.49,40
103.5,30
103.51,40
103.52,40
103.53,20
103.54,40
103.55,70
103.56,60
103.57,60
103.58,40
103.59,40
103.6,40
103.61,20
103.62,50
103.63,30
103.64,20
103.65,40
103.66,40
103.67,40
103.68,70
103.69,80
103.7,60
103.71,30
103.72,40
103.73,30
103.74,20
103.75,10
103.76,80
103.77,80
103.78,20
103.79,40
103.8,60
103.81,60
103.82,60
103.83,10
103.84,80
103.85,0
103.86,40
103.87,40
103.88,20
103.89,0
103.9,70
103.91,30
103.92,20
103.93,80
103.94,50
103.95,60
103.96,40
103.97,100
103.98,100
103.99,50
104,20
104.01,30
104.02,40
104.03,40
104.04,80
104.05,40
104.06,30
104.07,20
104.08,80
104.09,50
104.1,50
104.11,10
104.12,10
104.13,30
104.14,40
104.15,30
104.16,30
104.17,60
104.18,50
104.19,50
104.2,40
104.21,40
104.22,10
104.23,50
104.24,50
104.25,70
104.26,40
104.27,70
104.28,20
104.29,50
104.3,0
104.31,50
104.32,50
104.33,40
104.34,0
104.35,40
104.36,80
104.37,10
104.38,30
104.39,40
104.4,60
104.41,60
104.42,60
104.43,40
104.44,50
104.45,110
104.46,60
104.47,70
104.48,40
104.49,60
104.5,40
104.51,40
104.52,40
104.53,50
104.54,40
104.55,60
104.56,60
104.57,20
104.58,30
104.59,40
104.6,40
104.61,40
104.62,70
104.63,70
104.64,50
104.65,50
104.66,60
104.67,70
104.68,90
104.69,40
104.7,50
104.71,50
104.72,60
104.73,50
104.74,40
104.75,40
104.76,20
104.77,40
104.78,70
104.79,40
104.8,60
104.81,60
104.82,60
104.83,40
104.84,90
104.85,70
104.86,80
104.87,50
104.88,40
104.89,40
104.9,60
104.91,60
104.92,70
104.93,30
104.94,60
104.95,20
104.96,50
104.97,80
104.98,50
104.99,60
105,30
105.01,40
105.02,40
105.03,20
105.04,70
105.05,40
105.06,70
105.07,30
105.08,10
105.09,30
105.1,40
105.11,50
105.12,30
105.13,30
105.14,50
105.15,30
105.16,40
105.17,20
105.18,40
105.19,20
105.2,50
105.21,50
105.22,40
105.23,40
105.24,30
105.25,30
105.26,90
105.27,20
105.28,20
105.29,60
105.3,40
105.31,90
105.32,50
105.33,50
105.34,50
105.35,20
105.36,100
105.37,10
105.38,30
105.39,50
105.4,20
105.41,50
105.42,80
105.43,20
105.44,40
105.45,40
105.46,30
105.47,10
105.48,0
105.49,70
105.5,60
105.51,60
105.52,50
105.53,40
105.54,0
105.55,60
105.56,20
105.57,20
105.58,10
105.59,20
105.6,30
105.61,100
105.62,30
105.63,20
105.64,40
105.65,50
105.66,10
105.67,30
105.68,30
105.69,30
105.7,40
105.71,0
105.72,20
105.73,30
105.74,50
105.75,10
105.76,20
105.77,20
105.78,30
105.79,10
105.8,60
105.81,30
105.82,40
105.83,40
105.84,10
105.85,40
105.86,50
105.87,50
105.88,10
105.89,40
105.9,30
105.91,50
105.92,40
105.93,70
105.94,40
105.95,30
105.96,30
105.97,10
105.98,40
105.99,0
106,50
106.01,10
106.02,20
106.03,60
106.04,30
106.05,20
106.06,20
106.07,0
106.08,40
106.09,50
106.1,40
106.11,20
106.12,40
106.13,10
106.14,20
106.15,40
106.16,40
106.17,30
106.18,80
106.19,30
106.2,20
106.21,10
106.22,30
106.23,50
106.24,40
106.25,10
106.26,10
106.27,10
106.28,40
106.29,40
106.3,40
106.31,10
106.32,10
106.33,50
106.34,10
106.35,10
106.36,20
106.37,20
106.38,20
106.39,20
106.4,50
106.41,10
106.42,70
106.43,40
106.44,40
106.45,40
106.46,40
106.47,0
106.48,0
106.49,40
106.5,20
106.51,60
106.52,30
106.53,40
106.54,40
106.55,0
106.56,10
106.57,40
106.58,40
106.59,40
106.6,20
106.61,20
106.62,10
106.63,20
106.64,30
106.65,20
106.66,40
106.67,70
106.68,10
106.69,60
106.7,60
106.71,10
106.72,30
106.73,0
106.74,20
106.75,10
106.76,40
106.77,30
106.78,30
106.79,20
106.8,30
106.81,30
106.82,20
106.83,40
106.84,50
106.85,50
106.86,40
106.87,60
106.88,40
106.89,10
106.9,30
106.91,30
106.92,50
106.93,70
106.94,40
106.95,0
106.96,10
106.97,50
106.98,0
106.99,20
107,60
107.01,40
107.02,40
107.03,30
107.04,40
107.05,40
107.06,30
107.07,20
107.08,40
107.09,40
107.1,30
107.11,50
107.12,50
107.13,20
107.14,0
107.15,50
107.16,30
107.17,20
107.18,20
107.19,0
107.2,40
107.21,40
107.22,20
107.23,50
107.24,30
107.25,10
107.26,10
107.27,10
107.28,60
107.29,10
107.3,30
107.31,30
107.32,50
107.33,30
107.34,40
107.35,20
107.36,20
107.37,50
107.38,0
107.39,10
107.4,10
107.41,10
107.42,10
107.43,30
107.44,10
107.45,20
107.46,40
107.47,30
107.48,40
107.49,50
107.5,30
107.51,30
107.52,60
107.53,20
107.54,30
107.55,50
107.56,50
107.57,50
107.58,70
107.59,20
107.6,20
107.61,60
107.62,60
107.63,30
107.64,70
107.65,30
107.66,80
107.67,30
107.68,20
107.69,40
107.7,0
107.71,40
107.72,110
107.73,110
107.74,20
107.75,70
107.76,70
107.77,50
107.78,90
107.79,50
107.8,60
107.81,70
107.82,50
107.83,80
107.84,80
107.85,60
107.86,100
107.87,80
107.88,50
107.89,60
107.9,100
107.91,100
107.92,20
107.93,40
107.94,90
107.95,90
107.96,40
107.97,50
107.98,40
107.99,40
108,60
108.01,20
108.02,10
108.03,40
108.04,20
108.05,100
108.06,100
108.07,60
108.08,60
108.09,10
108.1,50
108.11,40
108.12,30
108.13,10
108.14,70
108.15,20
108.16,20
108.17,30
108.18,20
108.19,50
108.2,70
108.21,10
108.22,50
108.23,30
108.24,30
108.25,20
108.26,20
108.27,10
108.28,60
108.29,30
108.3,20
108.31,20
108.32,10
108.33,40
108.34,40
108.35,30
108.36,30
108.37,30
108.38,40
108.39,40
108.4,0
108.41,30
108.42,0
108.43,30
108.44,10
108.45,10
108.46,10
108.47,20
108.48,30
108.49,20
108.5,40
108.51,0
108.52,30
108.53,10
108.54,70
108.55,40
108.56,40
108.57,40
108.58,10
108.59,30
108.6,10
108.61,10
108.62,30
108.63,20
108.64,50
108.65,30
108.66,30
108.67,30
108.68,20
108.69,0
108.7,40
108.71,0
108.72,0
108.73,0
108.74,10
108.75,40
108.76,40
108.77,40
108.78,10
108.79,40
108.8,20
108.81,0
108.82,50
108.83,50
108.84,10
108.85,20
108.86,20
108.87,20
108.88,20
108.89,30
108.9,20
108.91,0
108.92,0
108.93,10
108.94,30
108.95,10
108.96,0
108.97,0
108.98,50
108.99,0
109,30
109.01,20
109.02,30
109.03,30
109.04,10
109.05,30
109.06,40
109.07,40
109.08,40
109.09,20
109.1,40
109.11,0
109.12,20
109.13,50
109.14,30
109.15,60
109.16,50
109.17,20
109.18,10
109.19,20
109.2,20
109.21,30
109.22,30
109.23,0
109.24,10
109.25,40
109.26,0
109.27,30
109.28,30
109.29,40
109.3,20
109.31,20
109.32,20
109.33,20
109.34,10
109.35,20
109.36,30
109.37,10
109.38,10
109.39,30
109.4,10
109.41,10
109.42,40
109.43,40
109.44,30
109.45,40
109.46,40
109.47,20
109.48,20
109.49,20
109.5,40
109.51,40
109.52,40
109.53,40
109.54,30
109.55,0
109.56,0
109.57,10
109.58,50
109.59,0
109.6,0
109.61,0
109.62,20
109.63,30
109.64,20
109.65,40
109.66,20
109.67,30
109.68,0
109.69,30
109.7,30
109.71,30
109.72,10
109.73,30
109.74,30
109.75,10
109.76,0
109.77,10
109.78,40
109.79,60
109.8,30
109.81,30
109.82,30
109.83,40
109.84,40
109.85,20
109.86,20
109.87,0
109.88,20
109.89,60
109.9,0
109.91,0
109.92,10
109.93,40
109.94,20
109.95,0
109.96,40
109.97,40
109.98,0
109.99,10
110,20
110.01,20
110.02,50
110.03,10
110.04,10
110.05,50
110.06,0
110.07,0
110.08,10
110.09,20
110.1,0
110.11,10
110.12,10
110.13,10
110.14,10
110.15,20
110.16,30
110.17,30
110.18,20
110.19,10
110.2,40
110.21,10
110.22,10
110.23,30
110.24,0
110.25,10
110.26,30
110.27,0
110.28,50
110.29,20
110.3,20
110.31,30
110.32,0
110.33,0
110.34,0
110.35,0
110.36,20
110.37,10
110.38,30
110.39,30
110.4,0
110.41,10
110.42,30
110.43,10
110.44,10
110.45,20
110.46,30
110.47,20
110.48,60
110.49,10
110.5,20
110.51,20
110.52,30
110.53,20
110.54,40
110.55,40
110.56,40
110.57,20
110.58,30
110.59,10
110.6,30
110.61,30
110.62,20
110.63,10
110.64,0
110.65,20
110.66,20
110.67,0
110.68,10
110.69,90
110.7,30
110.71,20
110.72,60
110.73,50
110.74,20
110.75,20
110.76,20
110.77,40
110.78,20
110.79,40
110.8,30
110.81,20
110.82,30
110.83,30
110.84,80
110.85,30
110.86,30
110.87,50
110.88,20
110.89,60
110.9,30
110.91,60
110.92,50
110.93,110
110.94,90
110.95,90
110.96,90
110.97,60
110.98,120
110.99,30
111,110
111.01,110
111.02,30
111.03,120
111.04,120
111.05,120
111.06,120
111.07,90
111.08,180
111.09,210
111.1,230
111.11,220
111.12,300
111.13,320
111.14,280
111.15,280
111.16,300
111.17,290
111.18,390
111.19,210
111.2,350
111.21,300
111.22,300
111.23,350
111.24,310
111.25,420
111.26,420
111.27,320
111.28,370
111.29,400
111.3,340
111.31,380
111.32,410
111.33,410
111.34,400
111.35,340
111.36,340
111.37,320
111.38,280
111.39,330
111.4,230
111.41,280
111.42,310
111.43,260
111.44,170
111.45,210
111.46,180
111.47,180
111.48,200
111.49,150
111.5,140
111.51,130
111.52,90
111.53,140
111.54,100
111.55,100
111.56,120
111.57,80
111.58,80
111.59,80
111.6,40
111.61,70
111.62,100
111.63,40
111.64,70
111.65,50
111.66,50
111.67,70
111.68,50
111.69,50
111.7,100
111.71,50
111.72,110
111.73,80
111.74,70
111.75,60
111.76,70
111.77,40
111.78,30
111.79,30
111.8,80
111.81,70
111.82,60
111.83,60
111.84,70
111.85,60
111.86,100
111.87,90
111.88,60
111.89,20
111.9,20
111.91,20
111.92,20
111.93,90
111.94,10
111.95,50
111.96,10
111.97,40
111.98,30
111.99,50
112,20
112.01,20
112.02,40
112.03,20
112.04,30
112.05,100
112.06,0
112.07,20
112.08,0
112.09,50
112.1,30
112.11,30
112.12,40
112.13,10
112.14,30
112.15,20
112.16,10
112.17,10
112.18,30
112.19,10
112.2,10
112.21,10
112.22,30
112.23,10
112.24,10
112.25,30
112.26,30
112.27,0
112.28,20
112.29,10
112.3,10
112.31,10
112.32,50
112.33,10
112.34,30
112.35,10
112.36,20
112.37,40
112.38,60
112.39,20
112.4,20
112.41,10
112.42,20
112.43,20
112.44,10
112.45,10
112.46,50
112.47,50
112.48,20
112.49,30
112.5,30
112.51,20
112.52,50
112.53,60
112.54,10
112.55,40
112.56,40
112.57,0
112.58,40
112.59,30
112.6,30
112.61,50
112.62,40
112.63,40
112.64,50
112.65,10
112.66,30
112.67,50
112.68,90
112.69,50
112.7,30
112.71,30
112.72,20
112.73,30
112.74,50
112.75,90
112.76,40
112.77,50
112.78,0
112.79,40
112.8,40
112.81,30
112.82,30
112.83,60
112.84,70
112.85,20
112.86,70
112.87,10
112.88,20
112.89,90
112.9,50
112.91,40
112.92,40
112.93,40
112.94,40
112.95,60
112.96,80
112.97,60
112.98,30
112.99,60
113,20
113.01,30
113.02,70
113.03,40
113.04,40
113.05,50
113.06,20
113.07,30
113.08,40
113.09,20
113.1,30
113.11,50
113.12,10
113.13,20
113.14,30
113.15,30
113.16,20
113.17,40
113.18,0
113.19,20
113.2,30
113.21,50
113.22,60
113.23,50
113.24,50
113.25,50
113.26,10
113.27,50
113.28,40
113.29,40
113.3,40
113.31,30
113.32,20
113.33,30
113.34,50
113.35,50
113.36,50
113.37,50
113.38,20
113.39,20
113.4,30
113.41,10
113.42,0
113.43,30
113.44,20
113.45,20
113.46,20
113.47,20
113.48,10
113.49,40
113.5,30
113.51,20
113.52,0
113.53,10
113.54,0
113.55,0
113.56,0
113.57,10
113.58,10
113.59,40
113.6,40
113.61,30
113.62,20
113.63,0
113.64,0
113.65,0
113.66,10
113.67,30
113.68,20
113.69,30
113.7,40
113.71,30
113.72,30
113.73,30
113.74,10
113.75,10
113.76,40
113.77,0
113.78,40
113.79,10
113.8,0
113.81,40
113.82,10
113.83,40
113.84,10
113.85,10
113.86,40
113.87,30
113.88,20
113.89,30
113.9,20
113.91,30
113.92,80
113.93,20
113.94,20
113.95,20
113.96,20
113.97,0
113.98,40
113.99,30
114,20
114.01,50
114.02,20
114.03,10
114.04,20
114.05,20
114.06,20
114.07,30
114.08,0
114.09,30
114.1,40
114.11,10
114.12,30
114.13,70
114.14,10
114.15,60
114.16,40
114.17,40
114.18,40
114.19,10
114.2,40
114.21,50
114.22,20
114.23,30
114.24,30
114.25,80
114.26,40
114.27,10
114.28,60
114.29,60
114.3,80
114.31,0
114.32,30
114.33,50
114.34,50
114.35,50
114.36,90
114.37,70
114.38,20
114.39,40
114.4,40
114.41,70
114.42,80
114.43,110
114.44,110
114.45,100
114.46,50
114.47,130
114.48,140
114.49,120
114.5,120
114.51,160
114.52,140
114.53,200
114.54,160
114.55,210
114.56,140
114.57,280
114.58,260
114.59,400
114.6,400
114.61,340
114.62,270
114.63,310
114.64,350
114.65,330
114.66,330
114.67,390
114.68,520
114.69,500
114.7,500
114.71,620
114.72,550
114.73,630
114.74,720
114.75,850
114.76,630
114.77,810
114.78,810
114.79,810
114.8,830
114.81,990
114.82,910
114.83,810
114.84,920
114.85,1080
114.86,1110
114.87,1120
114.88,1020
114.89,1020
114.9,1140
114.91,1050
114.92,1000
114.93,1340
114.94,1150
114.95,970
114.96,1010
114.97,960
114.98,1130
114.99,950
115,950
115.01,830
115.02,880
115.03,720
115.04,730
115.05,680
115.06,690
115.07,670
115.08,700
115.09,500
115.1,460
115.11,460
115.12,350
115.13,490
115.14,330
115.15,240
115.16,330
115.17,290
115.18,300
115.19,300
115.2,260
115.21,260
115.22,200
115.23,150
115.24,130
115.25,180
115.26,80
115.27,120
115.28,100
115.29,80
115.3,60
115.31,60
115.32,120
115.33,80
115.34,130
115.35,50
115.36,90
115.37,80
115.38,30
115.39,100
115.4,40
115.41,110
115.42,110
115.43,30
115.44,30
115.45,30
115.46,40
115.47,0
115.48,40
115.49,30
115.5,30
115.51,50
115.52,50
115.53,40
115.54,70
115.55,20
115.56,20
115.57,40
115.58,30
115.59,50
115.6,40
115.61,20
115.62,10
115.63,10
115.64,10
115.65,40
115.66,10
115.67,10
115.68,40
115.69,30
115.7,0
115.71,30
115.72,0
115.73,10
115.74,30
115.75,30
115.76,10
115.77,0
115.78,50
115.79,30
115.8,0
115.81,30
115.82,0
115.83,10
115.84,20
115.85,20
115.86,20
115.87,20
115.88,10
115.89,20
115.9,10
115.91,20
115.92,0
115.93,0
115.94,10
115.95,10
115.96,0
115.97,30
115.98,10
115.99,0
116,30
116.01,0
116.02,20
116.03,0
116.04,0
116.05,0
116.06,30
116.07,0
116.08,40
116.09,20
116.1,30
116.11,10
116.12,10
116.13,80
116.14,80
116.15,0
116.16,40
116.17,20
116.18,0
116.19,0
116.2,0
116.21,30
116.22,20
116.23,10
116.24,10
116.25,40
116.26,20
116.27,60
116.28,20
116.29,40
116.3,10
116.31,0
116.32,20
116.33,0
116.34,30
116.35,30
116.36,10
116.37,10
116.38,20
116.39,0
116.4,20
116.41,0
116.42,10
116.43,20
116.44,30
116.45,30
116.46,20
116.47,0
116.48,30
116.49,20
116.5,0
116.51,40
116.52,20
116.53,10
116.54,10
116.55,30
116.56,30
116.57,30
116.58,0
116.59,20
116.6,20
116.61,10
116.62,40
116.63,0
116.64,10
116.65,20
116.66,10
116.67,10
116.68,10
116.69,20
116.7,20
116.71,0
116.72,0
116.73,10
116.74,20
116.75,30
116.76,20
116.77,0
116.78,0
116.79,10
116.8,40
116.81,20
116.82,0
116.83,20
116.84,0
116.85,10
